채용글번호,지원금/보험,급여제도,선물,교육/생활,근무 환경,조직문화,출퇴근,리프레시
42610550,,4대 보험,,"도서구입비지원, 식비 지원, 음료제공(차, 커피)","사무용품 지급, 최고 성능 컴퓨터","수평적 조직문화, 자유복장, 자유로운 연차사용, 님/닉네임 문화",출퇴근 교통비 지원,연차
42867534,"건강검진, 각종 경조사 지원, 단체 상해보험, 헬스비 지급, 업무활동비 지급, 복지카드/포인트, 자녀학자금","퇴직연금, 인센티브제, 우수사원포상, 스톡옵션, 퇴직금, 야근수당, 휴일(특근)수당, 연차수당, 4대 보험","명절선물/귀향비, 생일선물/파티, 크리스마스 선물, 웰컴키트 지급","워크샵, 신입사원교육(OJT), 직무능력향상교육, 도서구입비지원, 외국어 교육 지원, 교육비 지원, 점심식사 제공, 저녁식사 제공, 사내동호회 운영, 아침식사 제공, 간식 제공, 식비 지원, 음료제공(차, 커피)","휴게실, 수면실, 회의실, 공기청정기, 노트북, 사원증, 사내도서관, 사무용품 지급, 최고 성능 컴퓨터","회식강요 안함, 야근강요 안함, 자유복장, 자유로운 연차사용, 님/닉네임 문화","야간교통비지급, 주차장제공, 재택근무, 주 52시간제 준수","연차, 경조휴가제, 반차, 근로자의 날 휴무, 포상휴가, 산전 후 휴가, 육아휴직, 남성출산휴가, 보건휴가"
42867719,"건강검진, 각종 경조사 지원, 단체 상해보험, 헬스비 지급, 업무활동비 지급, 복지카드/포인트, 자녀학자금","퇴직연금, 인센티브제, 우수사원포상, 스톡옵션, 퇴직금, 야근수당, 휴일(특근)수당, 연차수당, 4대 보험","명절선물/귀향비, 생일선물/파티, 크리스마스 선물, 웰컴키트 지급","워크샵, 신입사원교육(OJT), 직무능력향상교육, 도서구입비지원, 외국어 교육 지원, 교육비 지원, 점심식사 제공, 저녁식사 제공, 사내동호회 운영, 아침식사 제공, 간식 제공, 식비 지원, 음료제공(차, 커피)","휴게실, 수면실, 회의실, 공기청정기, 노트북, 사원증, 사내도서관, 사무용품 지급, 최고 성능 컴퓨터","회식강요 안함, 야근강요 안함, 자유복장, 자유로운 연차사용, 님/닉네임 문화","야간교통비지급, 주차장제공, 재택근무, 주 52시간제 준수","연차, 경조휴가제, 반차, 근로자의 날 휴무, 포상휴가, 산전 후 휴가, 육아휴직, 남성출산휴가, 보건휴가"
42867323,"건강검진, 각종 경조사 지원, 단체 상해보험, 헬스비 지급, 업무활동비 지급, 복지카드/포인트, 자녀학자금","퇴직연금, 인센티브제, 우수사원포상, 스톡옵션, 퇴직금, 야근수당, 휴일(특근)수당, 연차수당, 4대 보험","명절선물/귀향비, 생일선물/파티, 크리스마스 선물, 웰컴키트 지급","워크샵, 신입사원교육(OJT), 직무능력향상교육, 도서구입비지원, 외국어 교육 지원, 교육비 지원, 점심식사 제공, 저녁식사 제공, 사내동호회 운영, 아침식사 제공, 간식 제공, 식비 지원, 음료제공(차, 커피)","휴게실, 수면실, 회의실, 공기청정기, 노트북, 사원증, 사내도서관, 사무용품 지급, 최고 성능 컴퓨터","회식강요 안함, 야근강요 안함, 자유복장, 자유로운 연차사용, 님/닉네임 문화","야간교통비지급, 주차장제공, 재택근무, 주 52시간제 준수","연차, 경조휴가제, 반차, 근로자의 날 휴무, 포상휴가, 산전 후 휴가, 육아휴직, 남성출산휴가, 보건휴가"
42882032,건강검진,"퇴직연금, 상여금, 장기근속자 포상, 우수사원포상, 퇴직금, 직책수당, 4대 보험","명절선물/귀향비, 임신/출산 선물, 장기근속 선물","창립일행사, 신입사원교육(OJT), 도서구입비지원, 저녁식사 제공","휴게실, 회의실, 공기청정기",자유복장,탄력근무제,"연차, 반차, 근로자의 날 휴무"
42881752,,"성과급, 4대 보험",,,"휴게실, 회의실, 자회사 제품할인",,"차량유류비지급, 주 40시간제 시행",
42881478,,4대 보험,,,,,,
42881477,,4대 보험,,,,,,
42560635,건강검진,"퇴직금, 성과급, 4대 보험",명절선물/귀향비,"저녁식사 제공, 간식 제공, 음료제공(차, 커피), 신규입사자 멘토 제도",사무용품 지급,"수평적 조직문화, 회식강요 안함, 야근강요 안함, 자유복장, 자유로운 연차사용",,"연차, 경조휴가제, 창립일휴무, 근로자의 날 휴무, 보건휴가"
42552045,"건강검진, 각종 경조사 지원","장기근속자 포상, 우수사원포상, 퇴직금, 장기근속수당, 4대 보험","명절선물/귀향비, 생일선물/파티","워크샵, 도서구입비지원","노트북, 최고 성능 컴퓨터","수평적 조직문화, 자유복장",주 40시간제 시행,"연차, 여름휴가, Refresh휴가, 근로자의 날 휴무"
42597431,,"인센티브제, 우수사원포상, 퇴직금, 직책수당, 4대 보험",,,,자유복장,,
42868993,"건강검진, 각종 경조사 지원, 단체 상해보험, 헬스비 지급, 업무활동비 지급, 복지카드/포인트, 자녀학자금","퇴직연금, 인센티브제, 우수사원포상, 스톡옵션, 퇴직금, 야근수당, 휴일(특근)수당, 연차수당, 4대 보험","명절선물/귀향비, 생일선물/파티, 크리스마스 선물, 웰컴키트 지급","워크샵, 신입사원교육(OJT), 직무능력향상교육, 도서구입비지원, 외국어 교육 지원, 교육비 지원, 점심식사 제공, 저녁식사 제공, 사내동호회 운영, 아침식사 제공, 간식 제공, 식비 지원, 음료제공(차, 커피)","휴게실, 수면실, 회의실, 공기청정기, 노트북, 사원증, 사내도서관, 사무용품 지급, 최고 성능 컴퓨터","회식강요 안함, 야근강요 안함, 자유복장, 자유로운 연차사용, 님/닉네임 문화","야간교통비지급, 주차장제공, 재택근무, 주 52시간제 준수","연차, 경조휴가제, 반차, 근로자의 날 휴무, 포상휴가, 산전 후 휴가, 육아휴직, 남성출산휴가, 보건휴가"
42867798,"건강검진, 각종 경조사 지원, 단체 상해보험, 헬스비 지급, 업무활동비 지급, 복지카드/포인트, 자녀학자금","퇴직연금, 인센티브제, 우수사원포상, 스톡옵션, 퇴직금, 야근수당, 휴일(특근)수당, 연차수당, 4대 보험","명절선물/귀향비, 생일선물/파티, 크리스마스 선물, 웰컴키트 지급","워크샵, 신입사원교육(OJT), 직무능력향상교육, 도서구입비지원, 외국어 교육 지원, 교육비 지원, 점심식사 제공, 저녁식사 제공, 사내동호회 운영, 아침식사 제공, 간식 제공, 식비 지원, 음료제공(차, 커피)","휴게실, 수면실, 회의실, 공기청정기, 노트북, 사원증, 사내도서관, 사무용품 지급, 최고 성능 컴퓨터","회식강요 안함, 야근강요 안함, 자유복장, 자유로운 연차사용, 님/닉네임 문화","야간교통비지급, 주차장제공, 재택근무, 주 52시간제 준수","연차, 경조휴가제, 반차, 근로자의 날 휴무, 포상휴가, 산전 후 휴가, 육아휴직, 남성출산휴가, 보건휴가"
42867934,"건강검진, 각종 경조사 지원, 단체 상해보험, 헬스비 지급, 업무활동비 지급, 복지카드/포인트, 자녀학자금","퇴직연금, 인센티브제, 우수사원포상, 스톡옵션, 퇴직금, 야근수당, 휴일(특근)수당, 연차수당, 4대 보험","명절선물/귀향비, 생일선물/파티, 크리스마스 선물, 웰컴키트 지급","워크샵, 신입사원교육(OJT), 직무능력향상교육, 도서구입비지원, 외국어 교육 지원, 교육비 지원, 점심식사 제공, 저녁식사 제공, 사내동호회 운영, 아침식사 제공, 간식 제공, 식비 지원, 음료제공(차, 커피)","휴게실, 수면실, 회의실, 공기청정기, 노트북, 사원증, 사내도서관, 사무용품 지급, 최고 성능 컴퓨터","회식강요 안함, 야근강요 안함, 자유복장, 자유로운 연차사용, 님/닉네임 문화","야간교통비지급, 주차장제공, 재택근무, 주 52시간제 준수","연차, 경조휴가제, 반차, 근로자의 날 휴무, 포상휴가, 산전 후 휴가, 육아휴직, 남성출산휴가, 보건휴가"
42804030,,"퇴직금, 성과급, 야근수당, 휴일(특근)수당, 직책수당, 4대 보험","명절선물/귀향비, 장기근속 선물","교육비 지원, 자기계발비 지원",사무용품 지급,자유복장,"탄력근무제, 주 40시간제 시행","여름휴가, 휴가비지원"
42878569,,"퇴직연금, 인센티브제, 상여금, 스톡옵션, 성과급, 4대 보험",명절선물/귀향비,"창립일행사, 우수사원시상식, 점심식사 제공, 저녁식사 제공","회의실, 공기청정기, 노트북",자유복장,,"연차, 반차"
42878364,,4대 보험,,,,,,
42846829,건강검진,"우수사원포상, 퇴직금, 4대 보험","명절선물/귀향비, 생일선물/파티","워크샵, 도서구입비지원, 간식 제공, 음료제공(차, 커피)","회의실, 공기청정기, 사무용품 지급, 최고 성능 컴퓨터","야근강요 안함, 자유로운 연차사용","탄력근무제, 주 52시간제 준수, 주 40시간제 시행","연차, 경조휴가제, 반차, 근로자의 날 휴무, 보건휴가"
42878323,,"장기근속자 포상, 4대 보험",생일선물/파티,"워크샵, 음료제공(차, 커피)",노트북,,야간교통비지급,"연차, 경조휴가제"
42878271,"건강검진, 각종 경조사 지원","퇴직연금, 우수사원포상, 퇴직금, 야근수당, 휴일(특근)수당, 4대 보험",,"워크샵, 자기계발비 지원, 저녁식사 제공, 간식 제공, 식비 지원, 음료제공(차, 커피)","회의실, 노트북, 사무용품 지급","회식강요 안함, 자유복장",,"연차, 경조휴가제, 반차, 산전 후 휴가, 보건휴가"
42877920,"건강검진, 각종 경조사 지원, 통신비 지원","장기근속자 포상, 스톡옵션, 퇴직금, 성과급, 4대 보험","명절선물/귀향비, 생일선물/파티, 도서 무제한 제공, 장기근속 선물","워크샵, 신입사원교육(OJT), 도서구입비지원, 음료제공(차, 커피)","휴게실, 회의실, 공기청정기, 카페테리아, 노트북, 자회사 제품할인, 사무용품 지급, 안마실/안마의자","자유복장, 자유로운 연차사용","야간교통비지급, 주 52시간제 준수","연차, 여름휴가, 반차, 근로자의 날 휴무"
42877868,건강검진,"퇴직연금, 인센티브제, 상여금, 장기근속자 포상, 우수사원포상, 스톡옵션, 퇴직금, 성과급, 4대 보험","명절선물/귀향비, 창립일선물지급, 도서 무제한 제공","워크샵, 도서구입비지원","휴게실, 회의실, 공기청정기, 노트북, 자회사 제품할인, 최고 성능 컴퓨터, 안마실/안마의자","자유복장, 자유로운 연차사용",,"연차, 반차"
42877685,"건강검진, 각종 경조사 지원","상여금, 퇴직금, 연차수당, 4대 보험","명절선물/귀향비, 생일선물/파티","신입사원교육(OJT), 간식 제공, 음료제공(차, 커피)","휴게실, 공기청정기, 장애인 화장실, 장애인 전용주차장, 유니폼지급, 자회사 제품할인, 콘도/리조트 이용권","회식강요 안함, 야근강요 안함, 자유로운 연차사용, 칼퇴근 보장","주 52시간제 준수, 주 40시간제 시행","연차, 여름휴가, 경조휴가제, 반차, Refresh휴가, 창립일휴무, 근로자의 날 휴무, 산전 후 휴가, 육아휴직, 남성출산휴가, 보건휴가, 휴양시설 제공"
42877373,각종 경조사 지원,"우수사원포상, 퇴직금, 4대 보험","명절선물/귀향비, 생일선물/파티","창립일행사, 우수사원시상식, 워크샵, 플레이샵, 신입사원교육(OJT), 멘토링제도, 자격증취득지원, 교육비 지원, 자기계발비 지원, 구내식당(사원식당), 점심식사 제공, 저녁식사 제공, 간식 제공, 식비 지원, 음료제공(차, 커피), 신규입사자 멘토 제도","휴게실, 사원증","수평적 조직문화, 회식강요 안함, 자유복장, 출산 장려",탄력근무제,"연차, 여름휴가, 경조휴가제, 반차, 창립일휴무, 근로자의 날 휴무, 휴가비지원, 포상휴가, 남성출산휴가"
42877272,통신비 지원,"퇴직연금, 4대 보험","명절선물/귀향비, 생일선물/파티, 임신/출산 선물, 생일자 조기퇴근","워크샵, 신입사원교육(OJT), 외국어 교육 지원, 자격증취득지원, 교육비 지원, 저녁식사 제공, 간식 제공, 음료제공(차, 커피)","휴게실, 회의실, 사원증, 사내도서관, 사무용품 지급, 안마실/안마의자",회식강요 안함,"차량유류비지급, 주차비지원","연차, 창립일휴무, 근로자의 날 휴무, 육아휴직"
42748208,"각종 경조사 지원, 헬스비 지급","퇴직연금, 인센티브제, 우수사원포상, 스톡옵션, 성과급, 4대 보험",명절선물/귀향비,"창립일행사, 우수사원시상식, 워크샵, 신입사원교육(OJT), 직무능력향상교육, 도서구입비지원, 저녁식사 제공, 간식 제공, 음료제공(차, 커피)","유니폼지급, 스마트기기, 노트북, 사원증, 사무용품 지급, 최고 성능 컴퓨터","수평적 조직문화, 회식강요 안함, 야근강요 안함, 자유복장, 님/닉네임 문화, 칼퇴근 보장",주차장제공,"연차, 경조휴가제, 반차, Refresh휴가, 근로자의 날 휴무"
42693471,"직원대출제도, 각종 경조사 지원, 통신비 지원, 자녀학자금","인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 야근수당, 휴일(특근)수당, 장기근속수당, 가족수당, 4대 보험","명절선물/귀향비, 창립일선물지급, 생일선물/파티, 장기근속 선물","창립일행사, 워크샵, 플레이샵, 신입사원교육(OJT), 도서구입비지원, 자격증취득지원, 교육비 지원, 자기계발비 지원, 사내동호회 운영, 사우회(경조사회)","회의실, 노트북, 사무용품 지급",출산 장려,"야간교통비지급, 주차비지원","연차, 경조휴가제, Refresh휴가, 창립일휴무, 근로자의 날 휴무, 육아휴직"
42877060,"각종 경조사 지원, 통신비 지원","퇴직연금, 4대 보험","명절선물/귀향비, 생일선물/파티, 결혼기념일선물","신입사원교육(OJT), 점심식사 제공",노트북,자유로운 연차사용,야간교통비지급,"연차, 여름휴가, 반차, 창립일휴무, 근로자의 날 휴무"
42876958,,"퇴직금, 4대 보험",,,,,,"연차, 반차"
42876706,건강검진,"인센티브제, 상여금, 스톡옵션, 퇴직금, 성과급, 4대 보험","명절선물/귀향비, 생일선물/파티, 크리스마스 선물",,"휴게실, 회의실, 공기청정기, 카페테리아, 비상경보장치, 스마트기기, 노트북, 사무용품 지급, 최고 성능 컴퓨터","무제한 연차, 수평적 조직문화, 회식강요 안함, 야근강요 안함, 자유복장, 자유로운 연차사용, 님/닉네임 문화","주차장제공, 주차비지원, 탄력근무제, 재택근무, 자율 근무제","연차, 여름휴가, 경조휴가제, 반차, Refresh휴가, 근로자의 날 휴무"
42876693,"각종 경조사 지원, 자녀학자금","장기근속자 포상, 우수사원포상, 퇴직금, 4대 보험",,사내동호회 운영,,,기숙사 운영,"연차, 경조휴가제, 반차"
42876587,"건강검진, 각종 경조사 지원","퇴직연금, 인센티브제, 상여금, 스톡옵션, 퇴직금, 성과급, 4대 보험","명절선물/귀향비, 생일선물/파티, 크리스마스 선물",,"휴게실, 회의실, 공기청정기, 카페테리아, 비상경보장치, 스마트기기, 노트북, 사무용품 지급, 최고 성능 컴퓨터","무제한 연차, 수평적 조직문화, 회식강요 안함, 야근강요 안함, 자유복장, 자유로운 연차사용, 님/닉네임 문화","주차장제공, 주차비지원, 탄력근무제, 재택근무, 자율 근무제","연차, 여름휴가, 경조휴가제, 반차, Refresh휴가, 근로자의 날 휴무"
42860466,"건강검진, 의료비지원(본인), 각종 경조사 지원","퇴직연금, 장기근속자 포상, 우수사원포상, 퇴직금, 성과급, 야근수당, 휴일(특근)수당, 직책수당, 4대 보험","명절선물/귀향비, 생일선물/파티","우수사원시상식, 워크샵, 도서구입비지원, 교육비 지원, 음료제공(차, 커피)",,,,
42875817,,,,"워크샵, 신입사원교육(OJT), 직무능력향상교육, 리더쉽강화교육",,,,
42852566,"건강검진, 각종 경조사 지원, 헬스비 지급, 업무활동비 지급, 문화생활비, 통신비 지원, 선택적복리후생","인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 성과급, 연차수당, 4대 보험",명절선물/귀향비,"창립일행사, 우수사원시상식, 워크샵, 플레이샵, 신입사원교육(OJT), 직무능력향상교육, 도서구입비지원, 자격증취득지원, 자기계발비 지원, 점심식사 제공, 저녁식사 제공, 사우회(경조사회), 식비 지원, 음료제공(차, 커피)","휴게실, 회의실, 공기청정기, 사내 정원, 노트북, 사원증, 콘도/리조트 이용권, 사무용품 지급","회식강요 안함, 야근강요 안함, 자유복장","차량유류비지급, 주차장제공, 주차비지원, 회사차량 있음","연차, 여름휴가, 경조휴가제, 반차, 창립일휴무, 근로자의 날 휴무, 포상휴가, 산전 후 휴가, 육아휴직, 남성출산휴가, 휴양시설 제공"
42587097,"건강검진, 의료비지원(본인), 각종 경조사 지원, 단체 상해보험, 자녀학자금","퇴직연금, 인센티브제, 상여금, 우수사원포상, 퇴직금, 야근수당, 휴일(특근)수당, 연차수당, 4대 보험","명절선물/귀향비, 창립일선물지급, 생일선물/파티","창립일행사, 워크샵, 신입사원교육(OJT), 구내식당(사원식당), 점심식사 제공, 사우회(경조사회), 식비 지원, 음료제공(차, 커피)","휴게실, 사내 정원, 유니폼지급, 사무용품 지급",,"통근버스 운행, 야간교통비지급, 주차장제공","여름휴가, 경조휴가제, 반차, 근로자의 날 휴무"
42875061,"건강검진, 직원대출제도, 각종 경조사 지원, 단체 상해보험, 체력단련실운영, 선택적복리후생, 복지카드/포인트, 자녀학자금","인센티브제, 상여금, 장기근속자 포상, 우수사원포상, 퇴직금, 성과급, 연차수당, 장기근속수당, 4대 보험","명절선물/귀향비, 생일선물/파티","직무능력향상교육, 자기계발비 지원, 구내식당(사원식당), 점심식사 제공, 저녁식사 제공, 사내동호회 운영, 사우회(경조사회), 아침식사 제공, 음료제공(차, 커피)","휴게실, 수면실, 회의실, 공기청정기, 카페테리아, 전용 사옥, 노트북, 사원증, 콘도/리조트 이용권, 사내도서관, 사무용품 지급, 최고 성능 컴퓨터, 안마실/안마의자",자유복장,"기숙사 운영, 주택자금 융자","연차, 경조휴가제, 반차, Refresh휴가, 근로자의 날 휴무, 휴양시설 제공"
42874417,각종 경조사 지원,"스톡옵션, 퇴직금, 성과급, 4대 보험",명절선물/귀향비,"구내식당(사원식당), 점심식사 제공, 음료제공(차, 커피)","휴게실, 회의실, 공기청정기, 카페테리아, 전용 사옥, 사무용품 지급, 최고 성능 컴퓨터","자유복장, 자유로운 연차사용","기숙사 운영, 야간교통비지급, 회사차량 있음, 탄력근무제, 주 40시간제 시행","연차, 경조휴가제, 반차"
42874266,"건강검진, 각종 경조사 지원, 통신비 지원, 자녀학자금","퇴직연금, 장기근속자 포상, 퇴직금, 4대 보험","창립일선물지급, 생일선물/파티","점심식사 제공, 사우회(경조사회)","수유실, 회의실, 사무용품 지급","야근강요 안함, 자유복장",야간교통비지급,"연차, 반차, 근로자의 날 휴무"
42874112,"건강검진, 의료비지원(본인), 각종 경조사 지원, 문화생활비","우수사원포상, 4대 보험","명절선물/귀향비, 웰컴키트 지급","도서구입비지원, 교육비 지원, 자기계발비 지원, 아침식사 제공, 간식 제공, 식비 지원, 음료제공(차, 커피)","휴게실, 회의실, 공기청정기, 안마실/안마의자","회식강요 안함, 야근강요 안함, 자유로운 연차사용","기숙사 운영, 재택근무, 주 52시간제 준수","연차, 경조휴가제, 반차, 포상휴가, 산전 후 휴가, 육아휴직"
42692263,"건강검진, 복지카드/포인트","퇴직연금, 인센티브제, 상여금, 장기근속자 포상, 우수사원포상, 스톡옵션, 성과급, 4대 보험","명절선물/귀향비, 창립일선물지급, 생일선물/파티, 크리스마스 선물, 웰컴키트 지급, 생일자 조기퇴근, 장기근속 선물","플레이샵, 신입사원교육(OJT), 도서구입비지원, 교육비 지원, 자기계발비 지원, 사내동호회 운영, 간식 제공, 식비 지원, 음료제공(차, 커피), 신규입사자 멘토 제도","휴게실, 회의실, 공기청정기, 카페테리아, 게임기, 스마트기기, 노트북, 사무용품 지급, 최고 성능 컴퓨터, 스탠딩 책상","수평적 조직문화, 회식강요 안함, 야근강요 안함, 자유복장, 자유로운 연차사용, 님/닉네임 문화, 칼퇴근 보장, 문화 회식","야간교통비지급, 주차장제공, 주차비지원, 탄력근무제, 재택근무, 주 52시간제 준수, 주 40시간제 시행","연차, 경조휴가제, 반차, Refresh휴가, 창립일휴무, 근로자의 날 휴무, 휴가비지원, 포상휴가, 산전 후 휴가, 육아휴직, 남성출산휴가, 패밀리데이"
42873008,각종 경조사 지원,"장기근속자 포상, 우수사원포상, 4대 보험",,"창립일행사, 우수사원시상식, 워크샵, 신입사원교육(OJT), 직무능력향상교육, 저녁식사 제공, 사내동호회 운영, 음료제공(차, 커피)","휴게실, 공기청정기, 카페테리아, 사내 정원, 사무용품 지급",자유복장,회사차량 있음,"연차, 반차, 근로자의 날 휴무, 산전 후 휴가, 육아휴직"
42872614,,"퇴직금, 4대 보험",,,노트북,자유복장,야간교통비지급,
42867741,,"장기근속자 포상, 4대 보험",,,,,차량유류비지급,
42872382,"건강검진, 각종 경조사 지원, 주요 제품 직원 할인","퇴직연금, 4대 보험","명절선물/귀향비, 도서 무제한 제공","신입사원교육(OJT), 도서구입비지원, 저녁식사 제공, 음료제공(차, 커피), 점심시간 연장제도","휴게실, 회의실, 카페테리아, 자회사 제품할인, 사무용품 지급","회식강요 안함, 자유복장, 자유로운 연차사용","야간교통비지급, 주차장제공, 회사차량 있음","연차, 반차, 산전 후 휴가, 육아휴직"
42872342,"건강검진, 각종 경조사 지원","퇴직연금, 장기근속자 포상, 우수사원포상, 4대 보험","명절선물/귀향비, 생일선물/파티, 장기근속 선물","창립일행사, 우수사원시상식, 워크샵, 신입사원교육(OJT), 도서구입비지원, 저녁식사 제공, 사내동호회 운영, 음료제공(차, 커피)","휴게실, 회의실, 공기청정기, 콘도/리조트 이용권, 안마실/안마의자","야근강요 안함, 자유복장, 자유로운 연차사용",야간교통비지급,"연차, 근로자의 날 휴무, 산전 후 휴가"
42872244,"건강검진, 의료비지원(본인)","퇴직연금, 인센티브제, 장기근속자 포상, 퇴직금, 직책수당, 자격증수당, 4대 보험","생일선물/파티, 결혼기념일선물","신입사원교육(OJT), 저녁식사 제공, 사내동호회 운영","휴게실, 회의실, 카페테리아, 건물 내 경사로, 휠체어용 난간, 문턱 없음, 노트북",자유복장,기숙사 운영,
42871924,"건강검진, 각종 경조사 지원, 업무활동비 지급","퇴직연금, 인센티브제, 4대 보험",,"워크샵, 저녁식사 제공, 음료제공(차, 커피)","노트북, 사무용품 지급","회식강요 안함, 야근강요 안함, 자유복장, 자유로운 연차사용",,"연차, 여름휴가, 반차, 근로자의 날 휴무, 산전 후 휴가, 육아휴직"
42804057,,"상여금, 우수사원포상, 야근수당, 4대 보험","명절선물/귀향비, 도서 무제한 제공","우수사원시상식, 워크샵, 저녁식사 제공",,,,
42871142,"직원대출제도, 각종 경조사 지원, 체력단련실운영","퇴직연금, 상여금, 직책수당, 4대 보험","명절선물/귀향비, 생일선물/파티, 임신/출산 선물","신입사원교육(OJT), 구내식당(사원식당), 점심식사 제공, 저녁식사 제공, 사내동호회 운영, 사우회(경조사회), 음료제공(차, 커피)","휴게실, 회의실, 전용 사옥, 사원증","수평적 조직문화, 회식강요 안함, 자유복장, 님/닉네임 문화, 출산 장려",주차장제공,"연차, 반차, 근로자의 날 휴무, 산전 후 휴가, 육아휴직, 남성출산휴가, 보건휴가"
42771495,건강검진,4대 보험,,점심식사 제공,,자유복장,주 52시간제 준수,
42869248,단체 상해보험,"퇴직연금, 인센티브제, 장기근속자 포상, 우수사원포상, 스톡옵션","명절선물/귀향비, 생일선물/파티, 결혼기념일선물, 도서 무제한 제공","우수사원시상식, 워크샵, 신입사원교육(OJT), 직무능력향상교육, 도서구입비지원, 사이버연수원운영, 음료제공(차, 커피)","회의실, 카페테리아, 노트북, 사원증, 사무용품 지급, 최고 성능 컴퓨터","야근강요 안함, 캐주얼데이, 자유로운 연차사용, 님/닉네임 문화, 칼퇴근 보장","야간교통비지급, 탄력근무제","연차, 경조휴가제, 반차, Refresh휴가, 근로자의 날 휴무, 육아휴직, 시간제 연차"
42660047,,"퇴직연금, 야근수당, 휴일(특근)수당, 4대 보험","명절선물/귀향비, 생일선물/파티",저녁식사 제공,"회의실, 공기청정기",,,"연차, 반차, 근로자의 날 휴무"
42868075,각종 경조사 지원,"장기근속자 포상, 우수사원포상, 퇴직금, 4대 보험","명절선물/귀향비, 생일선물/파티","자격증취득지원, 자기계발비 지원, 사내동호회 운영, 사우회(경조사회)","휴게실, 회의실",자유복장,"야간교통비지급, 탄력근무제","연차, 경조휴가제, 반차, 근로자의 날 휴무, 육아휴직"
42867473,각종 경조사 지원,"퇴직연금, 인센티브제, 상여금, 장기근속자 포상, 우수사원포상, 스톡옵션, 퇴직금, 성과급, 야근수당, 휴일(특근)수당, 4대 보험","명절선물/귀향비, 생일선물/파티, 생일자 조기퇴근, 장기근속 선물","창립일행사, 워크샵, 신입사원교육(OJT), 직무능력향상교육, 리더쉽강화교육, 도서구입비지원, 교육비 지원, 자기계발비 지원, 점심식사 제공, 저녁식사 제공, 사내동호회 운영, 간식 제공, 식비 지원, 음료제공(차, 커피), 취미 프로그램 운영, 신규입사자 멘토 제도","회의실, 카페테리아, 사내 정원, 노트북, 사원증, 사무용품 지급, 최고 성능 컴퓨터","수평적 조직문화, 회식강요 안함, 자유복장, 자유로운 연차사용, 칼퇴근 보장, 사내연애 장려","야간교통비지급, 회사차량 있음, 탄력근무제","연차, 여름휴가, 경조휴가제, 반차, 근로자의 날 휴무, 육아휴직, 패밀리데이"
42867206,,"우수사원포상, 퇴직금, 4대 보험",,"워크샵, 직무능력향상교육, 점심식사 제공","회의실, 전용 사옥, 노트북, 사무용품 지급",자유복장,,"연차, 여름휴가"
42866715,각종 경조사 지원,"인센티브제, 장기근속자 포상, 퇴직금, 4대 보험","명절선물/귀향비, 생일선물/파티, 결혼기념일선물","창립일행사, 워크샵, 직무능력향상교육, 도서구입비지원, 자격증취득지원, 교육비 지원, 저녁식사 제공, 사내동호회 운영, 사우회(경조사회), 음료제공(차, 커피)",,노조/노사협의회,,"연차, 경조휴가제, 포상휴가"
42866260,,"퇴직연금, 4대 보험",,"저녁식사 제공, 음료제공(차, 커피)","회의실, 카페테리아, 노트북",자유복장,,"연차, 반차"
42865726,각종 경조사 지원,"상여금, 장기근속자 포상, 우수사원포상, 퇴직금, 성과급, 야근수당, 휴일(특근)수당, 자격증수당, 4대 보험","명절선물/귀향비, 장기근속 선물","점심식사 제공, 음료제공(차, 커피)",,"회식강요 안함, 야근강요 안함, 자유복장, 칼퇴근 보장",주차장제공,여름휴가
42865382,,4대 보험,,,,,,
42865330,"각종 경조사 지원, 업무활동비 지급","장기근속자 포상, 퇴직금, 성과급, 장기근속수당, 4대 보험","명절선물/귀향비, 생일선물/파티, 생일자 조기퇴근, 장기근속 선물","워크샵, 간식 제공, 식비 지원, 음료제공(차, 커피), 점심시간 연장제도","휴게실, 회의실, 스마트기기, 자회사 제품할인, 사무용품 지급, 최고 성능 컴퓨터, 안마실/안마의자","수평적 조직문화, 회식강요 안함, 야근강요 안함, 자유복장, 자유로운 연차사용, 님/닉네임 문화, 칼퇴근 보장, 반려동물 동반출근","주차장제공, 주차비지원, 탄력근무제, 재택근무, 주 40시간제 시행, 자율 근무제","연차, 여름휴가, 경조휴가제, 반차, Refresh휴가, 근로자의 날 휴무, 포상휴가, 남성출산휴가, 시간제 연차"
42730266,각종 경조사 지원,"장기근속자 포상, 퇴직금, 직책수당, 4대 보험",명절선물/귀향비,"워크샵, 도서구입비지원, 음료제공(차, 커피)","회의실, 카페테리아, 전용 사옥, 사내 정원, 노트북, 사원증, 사무용품 지급","자유복장, 자유로운 연차사용","회사차량 있음, 탄력근무제, 주 52시간제 준수, 주 40시간제 시행","연차, 반차, 창립일휴무, 근로자의 날 휴무, 산전 후 휴가, 육아휴직, 휴양시설 제공"
42864652,,"우수사원포상, 4대 보험","명절선물/귀향비, 생일선물/파티",,,"회식강요 안함, 자유복장",,반차
42864460,,"퇴직연금, 퇴직금, 4대 보험",,"구내식당(사원식당), 점심식사 제공, 사우회(경조사회)","휴게실, 유니폼지급",,,"연차, 여름휴가"
